"id" "year" "age" "recruitment" "tactic"
"W0621" 2015 10 0 "1.5"
"W0623" 2005 0 0 "1.5"
"W0623" 2006 1 0 "1.5"
"W0623" 2007 2 0 "1.5"
"W0623" 2008 3 0 "1.5"
"W0623" 2009 4 0 "1.5"
"W0623" 2010 5 0 "1.5"
"W0623" 2011 6 1 "1.5"
"W0623" 2012 7 0 "1.5"
"W0623" 2013 8 0 "1.5"
"W0623" 2014 9 0 "1.5"
"W0623" 2015 10 0 "1.5"
"W0626" 2005 5 0 "1.5"
"W0626" 2006 6 NA "1.5"
"W0626" 2007 7 0 "1.5"
"W0626" 2008 8 0 "1.5"
"W0626" 2009 9 0 "1.5"
"W0706" 2006 0 0 "1.5"
"W0706" 2007 1 0 "1.5"
"W0706" 2008 2 0 "1.5"
"W0706" 2009 3 0 "1.5"
"W0706" 2010 4 0 "1.5"
"W0706" 2011 5 0 "1.5"
"W0706" 2012 6 0 "1.5"
"W0706" 2013 7 0 "1.5"
"W0706" 2014 8 1 "1.5"
"W0706" 2015 9 0 "1.5"
"W0716" 2008 7 0 "1.5"
"W0716" 2009 8 0 "1.5"
"W0716" 2010 9 0 "1.5"
"W0716" 2011 10 0 "1.5"
"W0716" 2012 11 1 "1.5"
"W0716" 2013 12 0 "1.5"
"W0716" 2014 13 2 "1.5"
"W0716" 2015 14 0 "1.5"
"W8808" 1993 12 0 "1.5"
"W8808" 1994 13 2 "1.5"
"W8808" 1995 14 0 "1.5"
"W8808" 1996 15 1 "1.5"
"W8808" 1997 16 0 "1.5"
"W8808" 1998 17 0 "1.5"
"W8808" 1999 18 3 "1.5"
"W8808" 2000 19 0 "1.5"
"W8808" 2001 20 0 "1.5"
"W8808" 2002 21 0 "1.5"
"W8808" 2003 22 0 "1.5"
"W8904" 1993 6 0 "1.5"
"W8904" 1994 7 0 "1.5"
"W8904" 1995 8 0 "1.5"
"W8904" 1996 9 0 "1.5"
"W8904" 1997 10 1 "1.5"
"W8904" 1998 11 0 "1.5"
"W8904" 1999 12 0 "1.5"
"W8904" 2000 13 1 "1.5"
"W8904" 2001 14 0 "1.5"
"W8904" 2002 15 0 "1.5"
"W8904" 2003 16 0 "1.5"
"W8904" 2004 17 0 "1.5"
"W8904" 2005 18 0 "1.5"
"W8904" 2006 19 3 "1.5"
"W8905" 1993 6 NA "1.5"
"W8905" 1994 7 0 "1.5"
"W8905" 1995 8 0 "1.5"
"W8905" 1996 9 1 "1.5"
"W8905" 1997 10 0 "1.5"
"W8905" 1998 11 0 "1.5"
"W8905" 1999 12 0 "1.5"
"W8906" 1993 12 2 "1.5"
"W8906" 1994 13 0 "1.5"
"W8906" 1995 14 1 "1.5"
"W8906" 1996 15 0 "1.5"
"W8906" 1997 16 0 "1.5"
"W8906" 1998 17 0 "1.5"
"W8906" 1999 18 1 "1.5"
"W8906" 2000 19 0 "1.5"
"W8906" 2001 20 1 "1.5"
"W8906" 2002 21 0 "1.5"
"W8906" 2003 22 1 "1.5"
"W8906" 2004 23 0 "1.5"
"W8906" 2005 24 1 "1.5"
"W9003" 1993 4 0 "1.5"
"W9003" 1994 5 0 "1.5"
"W9003" 1995 6 0 "1.5"
"W9003" 1996 7 2 "1.5"
"W9003" 1997 8 0 "1.5"
"W9003" 1998 9 0 "1.5"
"W9003" 1999 10 1 "1.5"
"W9003" 2000 11 0 "1.5"
"W9003" 2001 12 1 "1.5"
"W9007" 1993 7 0 "1.5"
"W9007" 1994 8 2 "1.5"
"W9007" 2001 15 0 "1.5"
"W9007" 2002 16 0 "1.5"
"W9007" 2003 17 0 "1.5"
"W9007" 2004 18 1 "1.5"
"W9008" 1993 7 0 "1.5"
"W9008" 1994 8 1 "1.5"
"W9008" 1995 9 0 "1.5"
"W9008" 1996 10 0 "1.5"
"W9008" 1997 11 0 "1.5"
"W9008" 1998 12 2 "1.5"
"W9008" 1999 13 0 "1.5"
"W9008" 2000 14 1 "1.5"
"W9008" 2001 15 0 "1.5"
"W9008" 2002 16 1 "1.5"
"W9101" 1993 3 0 "1.5"
"W9101" 1994 4 0 "1.5"
"W9101" 1995 5 0 "1.5"
"W9101" 1996 6 0 "1.5"
"W9101" 1997 7 0 "1.5"
"W9101" 1998 8 0 "1.5"
"W9101" 1999 9 0 "1.5"
"W9101" 2000 10 0 "1.5"
"W9101" 2001 11 0 "1.5"
"W9101" 2002 12 0 "1.5"
"W9101" 2003 13 0 "1.5"
"W9101" 2004 14 0 "1.5"
"W9101" 2005 15 1 "1.5"
"W9101" 2006 16 0 "1.5"
"W9101" 2007 17 0 "1.5"
"W9101" 2008 18 2 "1.5"
"W9207" 1993 2 0 "1.5"
"W9207" 1994 3 0 "1.5"
"W9207" 1995 4 0 "1.5"
"W9207" 1996 5 2 "1.5"
"W9208" 1993 2 0 "1.5"
"W9208" 1994 3 0 "1.5"
"W9208" 1995 4 0 "1.5"
"W9208" 1996 5 0 "1.5"
"W9208" 1997 6 0 "1.5"
"W9208" 1998 7 0 "1.5"
"W9208" 1999 8 1 "1.5"
"W9208" 2000 9 0 "1.5"
"W9306" 1993 1 0 "1.5"
"W9306" 1994 2 0 "1.5"
"W9306" 1995 3 0 "1.5"
"W9306" 1996 4 0 "1.5"
"W9306" 1997 5 0 "1.5"
"W9306" 1998 6 1 "1.5"
"W9306" 1999 7 0 "1.5"
"W9307" 1993 1 0 "1.5"
"W9307" 1994 2 0 "1.5"
"W9307" 1995 3 0 "1.5"
"W9307" 1996 4 0 "1.5"
"W9307" 1997 5 0 "1.5"
"W9307" 1998 6 0 "1.5"
"W9307" 1999 7 0 "1.5"
"W9307" 2000 8 0 "1.5"
"W9307" 2001 9 0 "1.5"
"W9307" 2002 10 1 "1.5"
"W9307" 2003 11 0 "1.5"
"W9307" 2004 12 2 "1.5"
"W9307" 2005 13 0 "1.5"
"W9307" 2006 14 0 "1.5"
"W9307" 2007 15 NA "1.5"
"W9310" 1993 1 0 "1.5"
"W9310" 1994 2 0 "1.5"
"W9310" 1995 3 0 "1.5"
"W9310" 1996 4 0 "1.5"
"W9310" 1997 5 0 "1.5"
"W9310" 1998 6 1 "1.5"
"W9310" 1999 7 0 "1.5"
"W9310" 2000 8 1 "1.5"
"W9310" 2001 9 0 "1.5"
"W9310" 2002 10 0 "1.5"
"W9310" 2003 11 1 "1.5"
"W9403" 1993 0 0 "1.5"
"W9403" 1994 1 0 "1.5"
"W9403" 1995 2 0 "1.5"
"W9403" 1996 3 0 "1.5"
"W9403" 1997 4 0 "1.5"
"W9403" 1998 5 0 "1.5"
"W9403" 1999 6 0 "1.5"
"W9403" 2000 7 1 "1.5"
"W9403" 2001 8 0 "1.5"
"W9403" 2002 9 1 "1.5"
"W9403" 2003 10 0 "1.5"
"W9403" 2004 11 0 "1.5"
"W9403" 2005 12 0 "1.5"
"W9403" 2006 13 0 "1.5"
"W9403" 2007 14 0 "1.5"
"W9403" 2008 15 0 "1.5"
"W9403" 2009 16 0 "1.5"
"W9403" 2010 17 0 "1.5"
"W9403" 2011 18 0 "1.5"
"W9403" 2012 19 0 "1.5"
"W9403" 2013 20 2 "1.5"
"W9403" 2014 21 0 "1.5"
"W9403" 2015 22 2 "1.5"
"W9404" 1993 0 0 "1.5"
"W9404" 1994 1 0 "1.5"
"W9404" 1995 2 0 "1.5"
"W9404" 1996 3 0 "1.5"
"W9404" 1997 4 0 "1.5"
"W9404" 1998 5 0 "1.5"
"W9404" 1999 6 2 "1.5"
"W9404" 2000 7 0 "1.5"
"W9404" 2001 8 0 "1.5"
"W9404" 2002 9 2 "1.5"
"W9404" 2003 10 0 "1.5"
"W9404" 2004 11 0 "1.5"
"W9404" 2005 12 0 "1.5"
"W9502" 1994 0 0 "1.5"
"W9502" 1995 1 0 "1.5"
"W9502" 1996 2 0 "1.5"
"W9502" 1997 3 0 "1.5"
"W9502" 1998 4 0 "1.5"
"W9502" 1999 5 0 "1.5"
"W9502" 2000 6 0 "1.5"
"W9502" 2001 7 0 "1.5"
"W9502" 2002 8 1 "1.5"
"W9502" 2003 9 0 "1.5"
"W9502" 2004 10 3 "1.5"
"W9511" 1994 9 0 "1.5"
"W9511" 1995 10 0 "1.5"
"W9511" 1996 11 0 "1.5"
"W9511" 1997 12 0 "1.5"
"W9615" 1995 0 0 "1.5"
"W9615" 1996 1 0 "1.5"
"W9615" 2002 7 0 "1.5"
"W9615" 2003 8 1 "1.5"
"W9615" 2004 9 0 "1.5"
"W9615" 2005 10 0 "1.5"
"W9615" 2006 11 0 "1.5"
"W9615" 2007 12 0 "1.5"
"W9615" 2008 13 0 "1.5"
"W9615" 2009 14 0 "1.5"
"W9615" 2010 15 0 "1.5"
"W9615" 2011 16 2 "1.5"
"W9804" 1997 0 0 "1.5"
"W9804" 1998 1 0 "1.5"
"W9804" 1999 2 0 "1.5"
"W9804" 2000 3 0 "1.5"
"W9804" 2001 4 0 "1.5"
"W9804" 2002 5 0 "1.5"
"W9804" 2003 6 1 "1.5"
"W9804" 2004 7 0 "1.5"
"W9804" 2005 8 1 "1.5"
"W9804" 2006 9 0 "1.5"
"W9806" 1998 2 0 "1.5"
"W9806" 1999 3 0 "1.5"
"W9806" 2000 4 0 "1.5"
"W9806" 2001 5 0 "1.5"
"W9806" 2002 6 0 "1.5"
"W9806" 2003 7 0 "1.5"
"W9806" 2004 8 0 "1.5"
"W9806" 2005 9 1 "1.5"
"W9806" 2006 10 0 "1.5"
"W9806" 2007 11 1 "1.5"
"W9904" 1998 4 0 "1.5"
"W9904" 1999 5 1 "1.5"
"W9909" 1998 9 0 "1.5"
"W9909" 1999 10 NA "1.5"
"W9909" 2000 11 0 "1.5"
"W9909" 2001 12 2 "1.5"
"W9909" 2002 13 0 "1.5"
"W9909" 2003 14 3 "1.5"
"W9909" 2004 15 0 "1.5"
"W9909" 2005 16 0 "1.5"
"W9909" 2006 17 1 "1.5"
"W9913" 1998 0 0 "1.5"
"W9913" 1999 1 0 "1.5"
"W9913" 2000 2 0 "1.5"
"W9913" 2001 3 0 "1.5"
"W9913" 2002 4 0 "1.5"
"W9913" 2003 5 0 "1.5"
"W9913" 2004 6 2 "1.5"
"W9913" 2005 7 0 "1.5"
"W9913" 2006 8 2 "1.5"
"W9914" 1998 0 0 "1.5"
"W9914" 1999 1 0 "1.5"
"W9914" 2000 2 0 "1.5"
"W9914" 2001 3 0 "1.5"
"W9914" 2002 4 0 "1.5"
"W9914" 2003 5 0 "1.5"
"W9914" 2004 6 0 "1.5"
"W9914" 2005 7 0 "1.5"
"W9914" 2006 8 1 "1.5"
"W9914" 2007 9 0 "1.5"
"W9914" 2008 10 0 "1.5"
"W9914" 2009 11 0 "1.5"
"W9914" 2010 12 0 "1.5"
"W9914" 2011 13 0 "1.5"
"W9914" 2012 14 0 "1.5"
"W9914" 2013 15 NA "1.5"
"W9914" 2014 16 0 "1.5"
"W9914" 2015 17 2 "1.5"
"W0018" 1999 0 0 "2.5"
"W0018" 2000 1 0 "2.5"
"W0018" 2001 2 0 "2.5"
"W0018" 2002 3 0 "2.5"
"W0018" 2003 4 0 "2.5"
"W0018" 2004 5 0 "2.5"
"W0018" 2005 6 1 "2.5"
"W0018" 2006 7 0 "2.5"
"W0018" 2007 8 1 "2.5"
"W0018" 2008 9 0 "2.5"
"W0018" 2009 10 0 "2.5"
"W0018" 2010 11 0 "2.5"
"W0104" 2000 0 0 "2.5"
"W0104" 2001 1 0 "2.5"
"W0104" 2002 2 0 "2.5"
"W0104" 2003 3 0 "2.5"
"W0104" 2004 4 0 "2.5"
"W0104" 2005 5 0 "2.5"
"W0104" 2006 6 1 "2.5"
"W0104" 2007 7 0 "2.5"
"W0104" 2008 8 0 "2.5"
"W0104" 2009 9 0 "2.5"
"W0104" 2010 10 0 "2.5"
"W0104" 2011 11 0 "2.5"
"W0104" 2012 12 2 "2.5"
"W0104" 2013 13 0 "2.5"
"W0104" 2014 14 0 "2.5"
"W0104" 2015 15 0 "2.5"
"W0217" 2001 0 0 "2.5"
"W0217" 2002 1 0 "2.5"
"W0217" 2003 2 0 "2.5"
"W0217" 2004 3 0 "2.5"
"W0217" 2005 4 0 "2.5"
"W0217" 2006 5 0 "2.5"
"W0217" 2008 7 0 "2.5"
"W0217" 2009 8 0 "2.5"
"W0217" 2010 9 0 "2.5"
"W0217" 2011 10 0 "2.5"
"W0217" 2012 11 0 "2.5"
"W0217" 2013 12 0 "2.5"
"W0217" 2014 13 0 "2.5"
"W0219" 2001 0 0 "2.5"
"W0219" 2002 1 0 "2.5"
"W0219" 2003 2 0 "2.5"
"W0219" 2004 3 0 "2.5"
"W0219" 2005 4 0 "2.5"
"W0219" 2006 5 0 "2.5"
"W0219" 2007 6 0 "2.5"
"W0219" 2008 7 0 "2.5"
"W0219" 2009 8 0 "2.5"
"W0219" 2010 9 0 "2.5"
"W0219" 2011 10 1 "2.5"
"W0219" 2012 11 0 "2.5"
"W0219" 2013 12 0 "2.5"
"W0219" 2014 13 0 "2.5"
"W0229" 2003 5 0 "2.5"
"W0229" 2004 6 0 "2.5"
"W0229" 2005 7 0 "2.5"
"W0229" 2006 8 2 "2.5"
"W0229" 2007 9 0 "2.5"
"W0229" 2008 10 0 "2.5"
"W0229" 2009 11 1 "2.5"
"W0229" 2010 12 0 "2.5"
"W0229" 2011 13 0 "2.5"
"W0231" 2003 11 0 "2.5"
"W0231" 2004 12 0 "2.5"
"W0231" 2005 13 0 "2.5"
"W0231" 2006 14 0 "2.5"
"W0231" 2007 15 0 "2.5"
"W0231" 2008 16 0 "2.5"
"W0231" 2009 17 0 "2.5"
"W0326" 2004 11 0 "2.5"
"W0326" 2005 12 1 "2.5"
"W0326" 2006 13 0 "2.5"
"W0326" 2007 14 0 "2.5"
"W0326" 2008 15 2 "2.5"
"W0326" 2009 16 0 "2.5"
"W0326" 2010 17 0 "2.5"
"W0326" 2011 18 1 "2.5"
"W0517" 2006 5 0 "2.5"
"W0517" 2007 6 2 "2.5"
"W0517" 2008 7 0 "2.5"
"W0517" 2009 8 0 "2.5"
"W0517" 2010 9 0 "2.5"
"W0517" 2011 10 1 "2.5"
"W0517" 2012 11 0 "2.5"
"W0517" 2013 12 0 "2.5"
"W0517" 2014 13 2 "2.5"
"W0517" 2015 14 0 "2.5"
"W0605" 2005 0 0 "2.5"
"W0605" 2006 1 0 "2.5"
"W0605" 2007 2 0 "2.5"
"W0605" 2008 3 0 "2.5"
"W0605" 2009 4 0 "2.5"
"W0605" 2010 5 0 "2.5"
"W0605" 2011 6 0 "2.5"
"W0605" 2012 7 0 "2.5"
"W0605" 2013 8 0 "2.5"
"W0605" 2014 9 0 "2.5"
"W0605" 2015 10 0 "2.5"
"W0620" 2005 0 0 "2.5"
"W0620" 2006 1 0 "2.5"
"W0620" 2007 2 0 "2.5"
"W0620" 2008 3 0 "2.5"
"W0620" 2009 4 0 "2.5"
"W0620" 2010 5 0 "2.5"
"W0620" 2011 6 0 "2.5"
"W0620" 2012 7 0 "2.5"
"W0620" 2013 8 0 "2.5"
"W0620" 2014 9 2 "2.5"
"W0620" 2015 10 0 "2.5"
"W0713" 2006 0 0 "2.5"
"W0713" 2007 1 0 "2.5"
"W0713" 2008 2 0 "2.5"
"W0713" 2009 3 0 "2.5"
"W0713" 2010 4 0 "2.5"
"W0713" 2011 5 0 "2.5"
"W0713" 2012 6 0 "2.5"
"W0713" 2013 7 0 "2.5"
"W0713" 2014 8 0 "2.5"
"W0713" 2015 9 2 "2.5"
"W0720" 2008 8 0 "2.5"
"W0720" 2009 9 0 "2.5"
"W0720" 2010 10 1 "2.5"
"W0720" 2011 11 0 "2.5"
"W0720" 2012 12 0 "2.5"
"W0720" 2013 13 0 "2.5"
"W0720" 2014 14 0 "2.5"
"W0720" 2015 15 0 "2.5"
"W0826" 2009 12 0 "2.5"
"W0826" 2010 13 1 "2.5"
"W0826" 2011 14 0 "2.5"
"W0826" 2012 15 0 "2.5"
"W8811" 1993 15 0 "2.5"
"W8811" 1995 17 0 "2.5"
"W8811" 1996 18 1 "2.5"
"W8811" 1997 19 0 "2.5"
"W8811" 1998 20 0 "2.5"
"W8811" 1999 21 0 "2.5"
"W8811" 2000 22 1 "2.5"
"W9308" 1993 5 1 "2.5"
"W9308" 1994 6 0 "2.5"
"W9308" 1995 7 3 "2.5"
"W9308" 1996 8 0 "2.5"
"W9308" 1997 9 0 "2.5"
"W9308" 1998 10 2 "2.5"
"W9308" 1999 11 0 "2.5"
"W9308" 2000 12 0 "2.5"
"W9308" 2001 13 0 "2.5"
"W9308" 2002 14 0 "2.5"
"W9308" 2003 15 1 "2.5"
"W9308" 2004 16 0 "2.5"
"W9308" 2005 17 0 "2.5"
"W9308" 2006 18 0 "2.5"
"W9308" 2007 19 0 "2.5"
"W9308" 2008 20 0 "2.5"
"W9308" 2009 21 0 "2.5"
"W9308" 2010 22 0 "2.5"
"W9504" 1994 0 0 "2.5"
"W9504" 1995 1 0 "2.5"
"W9504" 1996 2 0 "2.5"
"W9504" 1997 3 0 "2.5"
"W9504" 1998 4 0 "2.5"
"W9504" 1999 5 0 "2.5"
"W9504" 2000 6 3 "2.5"
"W9504" 2001 7 0 "2.5"
"W9504" 2002 8 0 "2.5"
"W9814" 1997 0 0 "2.5"
"W9814" 1998 1 0 "2.5"
"W9814" 1999 2 0 "2.5"
"W9814" 2000 3 0 "2.5"
"W9814" 2001 4 0 "2.5"
"W9814" 2002 5 0 "2.5"
"W9814" 2003 6 0 "2.5"
"W9814" 2004 7 0 "2.5"
"W9814" 2005 8 0 "2.5"
"W9814" 2006 9 0 "2.5"
"W9814" 2007 10 2 "2.5"
"W9814" 2008 11 0 "2.5"
"W9814" 2009 12 0 "2.5"
"W9814" 2010 13 0 "2.5"
"W9814" 2011 14 0 "2.5"
"W9814" 2012 15 0 "2.5"
"W9814" 2013 16 0 "2.5"
"W9814" 2014 17 0 "2.5"
"W9814" 2015 18 0 "2.5"
"W9903" 2000 3 0 "2.5"
"W9903" 2001 4 0 "2.5"
"W9903" 2003 6 0 "2.5"
"W9903" 2004 7 0 "2.5"
"W9903" 2005 8 1 "2.5"
"W9903" 2006 9 0 "2.5"
"W9903" 2007 10 0 "2.5"
"W9903" 2008 11 0 "2.5"
"W9903" 2009 12 0 "2.5"
"W9903" 2010 13 1 "2.5"
"W9903" 2011 14 0 "2.5"
"W9903" 2012 15 0 "2.5"
"W9903" 2013 16 0 "2.5"
"W9903" 2014 17 0 "2.5"
"W9903" 2015 18 0 "2.5"
